name,year,month,day,hour,lat,long,status,category,wind,pressure,status_next_24h
Caroline,1975,8,31,18,24.8,-98.0,tropical storm,1.0,0.19527443096993552,-0.02945260744842955,0
Caroline,1975,9,1,0,25.1,-98.3,tropical depression,1.0,-0.7850267454871981,0.3441195619691945,0
Caroline,1975,9,1,6,25.2,-98.7,tropical depression,1.0,-1.1771472160700516,0.4508544675170871,0
Caroline,1975,9,1,12,25.3,-99.0,tropical depression,1.0,-1.1771472160700516,0.4508544675170871,0
Doris,1975,8,28,12,33.3,-46.3,subtropical storm,1.0,-0.5889665101957714,0.610956825838926,0
Doris,1975,8,28,18,33.6,-47.5,subtropical storm,1.0,-0.39290627490434465,0.610956825838926,0
Doris,1975,8,29,0,34.5,-48.1,subtropical storm,1.0,-0.39290627490434465,0.610956825838926,0
Doris,1975,8,29,6,34.7,-48.5,subtropical storm,1.0,-0.1968460396129179,0.610956825838926,0
Doris,1975,8,29,12,34.9,-48.9,tropical storm,1.0,-0.1968460396129179,0.610956825838926,0
Doris,1975,8,29,18,35.2,-49.1,tropical storm,1.0,-0.0007858043214911901,0.3441195619691945,0
Doris,1975,8,30,0,35.3,-48.9,tropical storm,1.0,0.19527443096993552,0.18401720364735563,1
Doris,1975,8,30,6,35.3,-48.5,tropical storm,1.0,0.19527443096993552,0.18401720364735563,1
Doris,1975,8,30,12,35.3,-48.0,tropical storm,1.0,0.19527443096993552,0.18401720364735563,1
Doris,1975,8,30,18,35.0,-47.1,tropical storm,1.0,0.19527443096993552,0.18401720364735563,1
Doris,1975,8,31,0,34.9,-46.3,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Doris,1975,8,31,6,34.8,-45.7,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Doris,1975,8,31,12,34.7,-45.2,hurricane,1.0,0.7834551368442156,-0.18955496577026842,1
Doris,1975,8,31,18,34.6,-44.9,hurricane,1.0,0.7834551368442156,-0.18955496577026842,1
Doris,1975,9,1,0,34.5,-44.6,hurricane,1.0,0.9795153721356424,-0.5097596824139462,1
Doris,1975,9,1,6,34.6,-44.2,hurricane,1.0,0.9795153721356424,-0.5097596824139462,1
Doris,1975,9,1,12,34.9,-44.0,hurricane,1.0,0.9795153721356424,-0.5097596824139462,1
Doris,1975,9,1,18,35.4,-44.0,hurricane,1.0,0.9795153721356424,-0.5097596824139462,1
Doris,1975,9,2,0,35.8,-44.4,hurricane,2.0,1.5676960780099225,-1.2569040212491942,1
Doris,1975,9,2,6,36.4,-44.5,hurricane,2.0,1.7637563133013492,-1.5237412851189258,1
Doris,1975,9,2,12,37.0,-44.3,hurricane,2.0,1.7637563133013492,-1.5237412851189258,1
Doris,1975,9,2,18,37.7,-44.2,hurricane,2.0,1.7637563133013492,-1.5237412851189258,1
Doris,1975,9,3,0,38.4,-43.8,hurricane,2.0,1.7637563133013492,-1.5237412851189258,0
Doris,1975,9,3,6,39.7,-43.6,hurricane,2.0,1.7637563133013492,-1.5237412851189258,0
Doris,1975,9,3,12,41.1,-43.0,hurricane,2.0,1.7637563133013492,-1.5237412851189258,0
Doris,1975,9,3,18,42.0,-42.5,hurricane,2.0,1.5676960780099225,-1.2569040212491942,0
Doris,1975,9,4,0,42.8,-42.0,tropical storm,1.0,0.39133466626136226,0.07728229809946303,0
Doris,1975,9,4,6,43.2,-41.4,extratropical,1.0,-0.1968460396129179,0.610956825838926,0
Doris,1975,9,4,12,43.5,-40.7,extratropical,1.0,-0.1968460396129179,0.610956825838926,0
Eloise,1975,9,13,12,17.6,-55.2,tropical depression,1.0,-0.9810869807786248,0.8244266369347112,0
Eloise,1975,9,13,18,17.7,-56.3,tropical depression,1.0,-0.9810869807786248,0.8244266369347112,0
Eloise,1975,9,14,0,17.8,-57.3,tropical depression,1.0,-0.9810869807786248,0.8244266369347112,0
Eloise,1975,9,14,6,17.9,-58.3,tropical depression,1.0,-0.9810869807786248,0.8244266369347112,0
Eloise,1975,9,14,12,18.0,-59.4,tropical depression,1.0,-0.9810869807786248,0.8244266369347112,0
Eloise,1975,9,14,18,18.1,-60.5,tropical depression,1.0,-0.9810869807786248,0.8244266369347112,0
Eloise,1975,9,15,0,18.3,-61.7,tropical depression,1.0,-0.9810869807786248,0.8244266369347112,0
Eloise,1975,9,15,6,18.5,-62.8,tropical depression,1.0,-0.9810869807786248,0.8244266369347112,0
Eloise,1975,9,15,12,18.8,-63.8,tropical depression,1.0,-0.7850267454871981,0.7176917313868185,0
Eloise,1975,9,15,18,18.9,-64.8,tropical depression,1.0,-0.7850267454871981,0.7176917313868185,1
Eloise,1975,9,16,0,19.0,-65.6,tropical storm,1.0,-0.5889665101957714,0.7176917313868185,1
Eloise,1975,9,16,6,19.2,-66.7,tropical storm,1.0,-0.1968460396129179,0.7176917313868185,0
Eloise,1975,9,16,12,19.4,-67.5,tropical storm,1.0,0.19527443096993552,0.4508544675170871,0
Eloise,1975,9,16,18,19.5,-68.4,hurricane,1.0,0.587394901552789,0.4508544675170871,0
Eloise,1975,9,17,0,19.6,-69.2,hurricane,1.0,0.587394901552789,0.18401720364735563,0
Eloise,1975,9,17,6,19.7,-70.2,tropical storm,1.0,0.39133466626136226,0.3441195619691945,0
Eloise,1975,9,17,12,19.7,-71.2,tropical storm,1.0,0.19527443096993552,0.3441195619691945,0
Eloise,1975,9,17,18,19.8,-72.2,tropical storm,1.0,-0.0007858043214911901,0.3441195619691945,0
Eloise,1975,9,18,0,19.9,-73.3,tropical storm,1.0,-0.1968460396129179,0.3441195619691945,0
Eloise,1975,9,18,6,19.9,-74.5,tropical storm,1.0,-0.1968460396129179,0.3441195619691945,0
Eloise,1975,9,18,12,19.9,-75.7,tropical storm,1.0,-0.39290627490434465,0.3441195619691945,0
Eloise,1975,9,18,18,20.0,-77.0,tropical storm,1.0,-0.39290627490434465,0.3441195619691945,0
Eloise,1975,9,19,0,20.0,-78.2,tropical storm,1.0,-0.5889665101957714,0.3441195619691945,0
Eloise,1975,9,19,6,19.9,-79.1,tropical storm,1.0,-0.5889665101957714,0.3441195619691945,0
Eloise,1975,9,19,12,19.9,-79.8,tropical storm,1.0,-0.5889665101957714,0.3441195619691945,0
Eloise,1975,9,19,18,19.8,-81.0,tropical storm,1.0,-0.5889665101957714,0.3441195619691945,0
Eloise,1975,9,20,0,19.8,-82.2,tropical storm,1.0,-0.5889665101957714,0.3441195619691945,0
Eloise,1975,9,20,6,19.8,-83.4,tropical storm,1.0,-0.5889665101957714,0.3441195619691945,0
Eloise,1975,9,20,12,19.9,-84.6,tropical storm,1.0,-0.5889665101957714,0.6643242786128722,0
Eloise,1975,9,20,18,20.0,-85.5,tropical storm,1.0,-0.5889665101957714,0.6643242786128722,0
Eloise,1975,9,21,0,20.2,-86.4,tropical storm,1.0,-0.39290627490434465,0.3974870147431408,0
Eloise,1975,9,21,6,20.8,-87.1,tropical storm,1.0,-0.1968460396129179,0.3974870147431408,1
Eloise,1975,9,21,12,21.4,-87.8,tropical storm,1.0,-0.0007858043214911901,0.3974870147431408,1
Eloise,1975,9,21,18,22.4,-88.5,tropical storm,1.0,0.19527443096993552,0.07728229809946303,1
Eloise,1975,9,22,0,23.6,-88.9,tropical storm,1.0,0.39133466626136226,0.07728229809946303,1
Eloise,1975,9,22,6,24.8,-89.4,hurricane,1.0,0.587394901552789,-0.02945260744842955,1
Eloise,1975,9,22,12,25.8,-89.5,hurricane,1.0,0.9795153721356424,-0.4030247768660536,1
Eloise,1975,9,22,18,26.5,-89.4,hurricane,2.0,1.3716358427184958,-0.7232294935097313,0
Eloise,1975,9,23,0,27.3,-88.5,hurricane,2.0,1.7637563133013492,-1.363638926797087,0
Eloise,1975,9,23,6,28.4,-87.3,hurricane,3.0,2.1558767838842026,-1.8973134545365498,0
Eloise,1975,9,23,12,30.2,-86.3,hurricane,3.0,2.3519370191756295,-2.057415812858389,0
Eloise,1975,9,23,18,33.0,-85.7,tropical storm,1.0,0.19527443096993552,-0.6164945879618388,0
Eloise,1975,9,24,0,35.5,-84.3,tropical depression,1.0,-0.7850267454871981,0.2907521091952482,0
Eloise,1975,9,24,6,36.5,-83.5,extratropical,1.0,-1.1771472160700516,0.5575893730649797,0
Eloise,1975,9,24,12,37.0,-82.5,extratropical,1.0,-1.1771472160700516,0.5575893730649797,0
Eloise,1975,9,24,18,37.5,-81.5,extratropical,1.0,-1.1771472160700516,0.5575893730649797,0
Faye,1975,9,24,18,23.0,-56.9,tropical depression,1.0,-0.9810869807786248,0.610956825838926,0
Faye,1975,9,25,0,23.8,-57.2,tropical depression,1.0,-0.7850267454871981,0.610956825838926,1
Faye,1975,9,25,6,24.2,-58.1,tropical storm,1.0,-0.5889665101957714,0.610956825838926,1
Faye,1975,9,25,12,24.8,-58.8,tropical storm,1.0,-0.1968460396129179,0.2907521091952482,1
Faye,1975,9,25,18,25.5,-59.4,tropical storm,1.0,0.39133466626136226,-0.02945260744842955,1
Faye,1975,9,26,0,26.5,-60.0,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Faye,1975,9,26,6,27.9,-60.9,hurricane,1.0,0.7834551368442156,-0.29628987131816104,1
Faye,1975,9,26,12,29.6,-62.0,hurricane,1.0,0.9795153721356424,-0.45639222963999987,1
Faye,1975,9,26,18,31.0,-63.1,hurricane,2.0,1.3716358427184958,-0.45639222963999987,1
Faye,1975,9,27,0,32.7,-64.2,hurricane,2.0,1.5676960780099225,-0.45639222963999987,1
Faye,1975,9,27,6,34.4,-65.2,hurricane,2.0,1.5676960780099225,-0.7765969462836777,1
Faye,1975,9,27,12,36.1,-65.7,hurricane,2.0,1.5676960780099225,-0.6164945879618388,1
Faye,1975,9,27,18,37.4,-65.0,hurricane,2.0,1.5676960780099225,-0.45639222963999987,1
Faye,1975,9,28,0,38.4,-63.7,hurricane,2.0,1.3716358427184958,-0.45639222963999987,1
Faye,1975,9,28,6,39.8,-60.5,hurricane,1.0,1.1755756074270691,-0.45639222963999987,1
Faye,1975,9,28,12,41.0,-57.1,hurricane,1.0,0.9795153721356424,-0.7765969462836777,0
Faye,1975,9,28,18,42.3,-52.0,hurricane,1.0,0.9795153721356424,-0.8833318518315703,0
Faye,1975,9,29,0,42.8,-46.0,hurricane,1.0,0.7834551368442156,-0.8833318518315703,0
Faye,1975,9,29,6,42.9,-40.0,hurricane,1.0,0.587394901552789,-0.8833318518315703,0
Gladys,1975,9,22,18,10.3,-34.8,tropical depression,1.0,-0.9810869807786248,0.98452899525655,0
Gladys,1975,9,23,0,10.6,-35.8,tropical depression,1.0,-0.9810869807786248,0.98452899525655,0
Gladys,1975,9,23,6,11.0,-36.7,tropical depression,1.0,-0.9810869807786248,0.98452899525655,0
Gladys,1975,9,23,12,11.4,-37.4,tropical depression,1.0,-0.9810869807786248,0.98452899525655,0
Gladys,1975,9,23,18,11.7,-38.2,tropical depression,1.0,-0.7850267454871981,0.8777940897086575,0
Gladys,1975,9,24,0,12.1,-38.8,tropical depression,1.0,-0.7850267454871981,0.8777940897086575,0
Gladys,1975,9,24,6,12.4,-39.6,tropical depression,1.0,-0.7850267454871981,0.8777940897086575,0
Gladys,1975,9,24,12,12.9,-40.0,tropical depression,1.0,-0.7850267454871981,0.8777940897086575,0
Gladys,1975,9,24,18,13.5,-40.4,tropical storm,1.0,-0.5889665101957714,0.610956825838926,1
Gladys,1975,9,25,0,14.2,-41.0,tropical storm,1.0,-0.39290627490434465,0.610956825838926,1
Gladys,1975,9,25,6,14.8,-42.0,tropical storm,1.0,-0.0007858043214911901,0.3441195619691945,1
Gladys,1975,9,25,12,15.4,-43.0,tropical storm,1.0,0.39133466626136226,0.3441195619691945,1
Gladys,1975,9,25,18,15.8,-44.0,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,26,0,16.2,-45.0,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,26,6,16.4,-46.1,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,26,12,16.6,-47.7,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,26,18,16.8,-49.3,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,27,0,17.1,-50.7,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,27,6,17.6,-52.2,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,27,12,18.2,-53.7,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,27,18,18.8,-55.1,hurricane,1.0,0.587394901552789,-0.18955496577026842,1
Gladys,1975,9,28,0,19.4,-56.4,hurricane,1.0,0.587394901552789,-0.08282006022237584,1
Gladys,1975,9,28,6,19.6,-57.4,hurricane,1.0,0.587394901552789,-0.08282006022237584,1
Gladys,1975,9,28,12,19.8,-58.2,hurricane,1.0,0.587394901552789,0.3441195619691945,1
Gladys,1975,9,28,18,20.3,-59.3,hurricane,1.0,0.587394901552789,0.2373846564213019,1
Gladys,1975,9,29,0,21.2,-60.3,hurricane,1.0,0.587394901552789,0.07728229809946303,1
Gladys,1975,9,29,6,22.1,-61.4,hurricane,1.0,0.7834551368442156,-0.18955496577026842,1
Gladys,1975,9,29,12,23.0,-62.6,hurricane,1.0,0.7834551368442156,-0.18955496577026842,1
Gladys,1975,9,29,18,23.6,-63.9,hurricane,1.0,0.9795153721356424,-0.45639222963999987,1
Gladys,1975,9,30,0,24.1,-65.2,hurricane,1.0,1.1755756074270691,-0.9900667573794628,1
Gladys,1975,9,30,6,24.6,-66.5,hurricane,1.0,1.1755756074270691,-0.9900667573794628,1
Gladys,1975,9,30,12,25.1,-67.9,hurricane,1.0,1.1755756074270691,-0.9900667573794628,1
Gladys,1975,9,30,18,25.6,-69.3,hurricane,1.0,1.1755756074270691,-0.9900667573794628,1
Gladys,1975,10,1,0,26.1,-70.6,hurricane,1.0,1.1755756074270691,-0.9900667573794628,1
Gladys,1975,10,1,6,26.8,-71.7,hurricane,1.0,1.1755756074270691,-0.9900667573794628,1
Gladys,1975,10,1,12,27.9,-72.4,hurricane,1.0,1.1755756074270691,-0.9900667573794628,1
Gladys,1975,10,1,18,29.4,-73.0,hurricane,2.0,1.5676960780099225,-1.3102714740231405,1
Gladys,1975,10,2,0,31.0,-73.0,hurricane,3.0,1.959816548592776,-2.110783265632335,1
Gladys,1975,10,2,6,32.9,-72.1,hurricane,3.0,2.3519370191756295,-2.7511926989196906,1
Gladys,1975,10,2,12,35.3,-69.8,hurricane,4.0,2.744057489758483,-2.9112950572415293,1
Gladys,1975,10,2,18,37.8,-67.0,hurricane,4.0,2.744057489758483,-2.9112950572415293,0
Gladys,1975,10,3,0,40.8,-62.6,hurricane,3.0,2.3519370191756295,-2.32425307672812,0
Gladys,1975,10,3,6,43.7,-57.0,hurricane,2.0,1.3716358427184958,-1.7905785489886572,0
Gladys,1975,10,3,12,46.6,-50.6,hurricane,2.0,1.3716358427184958,-1.7905785489886572,0
Gladys,1975,10,3,18,50.5,-45.5,extratropical,1.0,0.9795153721356424,-0.9900667573794628,0
Gladys,1975,10,4,0,55.0,-40.0,extratropical,1.0,0.587394901552789,-0.7232294935097313,0
Hallie,1975,10,24,18,29.1,-79.3,subtropical depression,1.0,-0.7850267454871981,0.6643242786128722,0
Hallie,1975,10,25,0,28.8,-79.0,subtropical depression,1.0,-0.7850267454871981,0.6643242786128722,0
Hallie,1975,10,25,6,29.4,-79.4,subtropical depression,1.0,-0.7850267454871981,0.6643242786128722,0
Hallie,1975,10,25,12,30.0,-79.7,subtropical depression,1.0,-0.7850267454871981,0.6643242786128722,0
Hallie,1975,10,25,18,30.2,-79.8,subtropical depression,1.0,-0.7850267454871981,0.6643242786128722,0
Hallie,1975,10,26,0,30.5,-79.9,subtropical depression,1.0,-0.7850267454871981,0.6643242786128722,0
Hallie,1975,10,26,6,30.9,-80.1,tropical depression,1.0,-0.7850267454871981,0.6643242786128722,0
Hallie,1975,10,26,12,31.8,-79.6,tropical depression,1.0,-0.7850267454871981,0.610956825838926,0
Hallie,1975,10,26,18,32.5,-78.7,tropical storm,1.0,-0.5889665101957714,0.5042219202910334,0
Hallie,1975,10,27,0,33.5,-77.5,tropical storm,1.0,-0.1968460396129179,0.4508544675170871,0
Hallie,1975,10,27,6,34.5,-75.5,tropical storm,1.0,-0.1968460396129179,0.4508544675170871,0
Hallie,1975,10,27,12,35.7,-73.8,tropical storm,1.0,-0.1968460396129179,0.5575893730649797,0
Hallie,1975,10,27,18,36.4,-72.6,extratropical,1.0,-0.39290627490434465,0.6643242786128722,0
Hallie,1975,10,28,0,36.9,-71.4,extratropical,1.0,-0.5889665101957714,0.7710591841607648,0
Belle,1976,8,6,6,26.0,-72.8,tropical depression,1.0,-0.9810869807786248,0.98452899525655,0
Belle,1976,8,6,12,26.3,-73.0,tropical depression,1.0,-0.9810869807786248,0.98452899525655,0
Belle,1976,8,6,18,26.0,-73.4,tropical depression,1.0,-0.7850267454871981,0.8244266369347112,1
Belle,1976,8,7,0,25.6,-73.2,tropical storm,1.0,-0.39290627490434465,0.610956825838926,1
Belle,1976,8,7,6,26.0,-73.2,tropical storm,1.0,-0.1968460396129179,0.3441195619691945,1
Belle,1976,8,7,12,26.2,-73.7,tropical storm,1.0,0.19527443096993552,-0.02945260744842955,1
Belle,1976,8,7,18,26.6,-74.2,hurricane,1.0,0.7834551368442156,-0.45639222963999987,1
Belle,1976,8,8,0,26.9,-74.6,hurricane,1.0,1.1755756074270691,-1.1501691157013016,1
Belle,1976,8,8,6,27.4,-75.1,hurricane,2.0,1.5676960780099225,-1.6838436434407646,1
Belle,1976,8,8,12,28.1,-75.1,hurricane,2.0,1.7637563133013492,-1.8439460017626035,1
Belle,1976,8,8,18,29.5,-75.3,hurricane,3.0,1.959816548592776,-1.8973134545365498,1
Belle,1976,8,9,0,30.9,-75.3,hurricane,3.0,2.1558767838842026,-1.950680907310496,1
Belle,1976,8,9,6,32.5,-75.2,hurricane,3.0,2.1558767838842026,-1.8439460017626035,0
Belle,1976,8,9,12,34.4,-74.7,hurricane,2.0,1.7637563133013492,-1.6304761906668184,0
Belle,1976,8,9,18,36.6,-74.2,hurricane,2.0,1.5676960780099225,-1.2569040212491942,0
Belle,1976,8,10,0,38.8,-73.8,hurricane,1.0,1.1755756074270691,-0.8833318518315703,0
Belle,1976,8,10,6,41.0,-73.2,tropical storm,1.0,0.39133466626136226,-0.5631271351878925,0
Belle,1976,8,10,12,42.6,-72.4,tropical storm,1.0,-0.5889665101957714,-0.08282006022237584,0
Dottie,1976,8,18,0,26.0,-84.0,tropical depression,1.0,-1.1771472160700516,0.8777940897086575,0
Dottie,1976,8,18,12,24.7,-82.7,tropical depression,1.0,-1.1771472160700516,0.8244266369347112,0
Dottie,1976,8,19,6,24.8,-82.0,tropical depression,1.0,-0.7850267454871981,0.5042219202910334,0
Dottie,1976,8,19,18,26.6,-80.1,tropical storm,1.0,-0.5889665101957714,0.6643242786128722,0
Dottie,1976,8,20,6,29.6,-80.0,tropical storm,1.0,-0.1968460396129179,0.13064975087340933,0
Dottie,1976,8,20,12,30.6,-80.0,tropical storm,1.0,-0.39290627490434465,0.2907521091952482,0
